,Number of Insured,Number of Uninsured,State,Race,RACECAT,IPRCAT,Income Poverty Ratio,Age Range,AGECAT,Sex,SEXCAT,Year,state
1382,4239,2146,Arkansas,Hispanic (any race),3,2,<= 250% of Poverty,50 to 64 years,3,Female Only,2,2020,05
1383,1931,1195,Arkansas,Hispanic (any race),3,3,<= 138% of Poverty,50 to 64 years,3,Female Only,2,2020,05
1384,6661,2790,Arkansas,Hispanic (any race),3,4,<= 400% of Poverty,50 to 64 years,3,Female Only,2,2020,05
1385,4730,1595,Arkansas,Hispanic (any race),3,5,138% to 400% of Poverty,50 to 64 years,3,Female Only,2,2020,05
1386,681004,29890,Arkansas,All Races,0,0,All Incomes,Under 19 years,4,Both Sexes,0,2020,05
1387,304609,16001,Arkansas,All Races,0,1,<= 200% of Poverty,Under 19 years,4,Both Sexes,0,2020,05
1388,371069,19265,Arkansas,All Races,0,2,<= 250% of Poverty,Under 19 years,4,Both Sexes,0,2020,05
1389,203663,10137,Arkansas,All Races,0,3,<= 138% of Poverty,Under 19 years,4,Both Sexes,0,2020,05
1390,513904,26001,Arkansas,All Races,0,4,<= 400% of Poverty,Under 19 years,4,Both Sexes,0,2020,05
1391,310241,15864,Arkansas,All Races,0,5,138% to 400% of Poverty,Under 19 years,4,Both Sexes,0,2020,05
1392,1426071,205066,Arkansas,All Races,0,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,05
1393,423301,111290,Arkansas,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1394,548234,134539,Arkansas,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1395,266778,73778,Arkansas,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1396,879209,175633,Arkansas,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1397,612431,101855,Arkansas,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1398,681624,114691,Arkansas,All Races,0,0,All Incomes,21 to 64 years,5,Male Only,1,2020,05
1399,181951,57904,Arkansas,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1400,242008,71677,Arkansas,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1401,109777,36747,Arkansas,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1402,404530,96576,Arkansas,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1403,294753,59829,Arkansas,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1404,744447,90375,Arkansas,All Races,0,0,All Incomes,21 to 64 years,5,Female Only,2,2020,05
1405,241350,53386,Arkansas,All Races,0,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1406,306226,62862,Arkansas,All Races,0,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1407,157001,37031,Arkansas,All Races,0,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1408,474679,79057,Arkansas,All Races,0,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1409,317678,42026,Arkansas,All Races,0,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1410,1062269,121118,Arkansas,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,05
1411,277650,60411,Arkansas,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1412,364830,74259,Arkansas,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1413,172320,39050,Arkansas,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1414,611232,100341,Arkansas,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1415,438912,61291,Arkansas,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1416,514880,68531,Arkansas,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Male Only,1,2020,05
1417,123031,31737,Arkansas,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1418,165221,39871,Arkansas,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1419,73364,19617,Arkansas,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1420,285976,55704,Arkansas,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1421,212612,36087,Arkansas,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1422,547389,52587,Arkansas,"White alone, not Hispanic",1,0,All Incomes,21 to 64 years,5,Female Only,2,2020,05
1423,154619,28674,Arkansas,"White alone, not Hispanic",1,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1424,199609,34388,Arkansas,"White alone, not Hispanic",1,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1425,98956,19433,Arkansas,"White alone, not Hispanic",1,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1426,325256,44637,Arkansas,"White alone, not Hispanic",1,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1427,226300,25204,Arkansas,"White alone, not Hispanic",1,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1428,205657,33654,Arkansas,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,05
1429,91032,20832,Arkansas,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1430,112499,24441,Arkansas,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1431,61718,14995,Arkansas,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1432,158576,30103,Arkansas,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1433,96858,15108,Arkansas,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1434,88256,18333,Arkansas,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Male Only,1,2020,05
1435,34039,10739,Arkansas,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1436,43556,12854,Arkansas,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1437,22019,7558,Arkansas,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1438,65471,16210,Arkansas,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1439,43452,8652,Arkansas,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1440,117401,15321,Arkansas,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Female Only,2,2020,05
1441,56993,10093,Arkansas,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1442,68943,11587,Arkansas,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1443,39699,7437,Arkansas,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1444,93105,13893,Arkansas,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1445,53406,6456,Arkansas,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1446,88783,38040,Arkansas,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,05
1447,33383,23070,Arkansas,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1448,43705,27680,Arkansas,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1449,19502,14910,Arkansas,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1450,65934,34603,Arkansas,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1451,46432,19693,Arkansas,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,05
1452,45334,20965,Arkansas,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Male Only,1,2020,05
1453,15706,11774,Arkansas,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1454,21289,14586,Arkansas,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1455,8771,7147,Arkansas,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1456,33126,18824,Arkansas,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1457,24355,11677,Arkansas,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,05
1458,43449,17075,Arkansas,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Female Only,2,2020,05
1459,17677,11296,Arkansas,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1460,22416,13094,Arkansas,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1461,10731,7763,Arkansas,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1462,32808,15779,Arkansas,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1463,22077,8016,Arkansas,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,05
1464,30371373,2702033,California,All Races,0,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,06
1465,7946430,1171055,California,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1466,10279684,1511898,California,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1467,4991222,716455,California,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1468,16231189,2151394,California,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1469,11239967,1434939,California,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1470,15105733,1520990,California,All Races,0,0,All Incomes,Under 65 years,0,Male Only,1,2020,06
1471,3759819,627576,California,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,06
1472,4916310,826154,California,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,06
1473,2310740,368937,California,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,06
1474,7900841,1200474,California,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,06
1475,5590101,831537,California,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,06
1476,15265640,1181043,California,All Races,0,0,All Incomes,Under 65 years,0,Female Only,2,2020,06
1477,4186611,543479,California,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,06
1478,5363374,685744,California,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,06
1479,2680482,347518,California,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,06
1480,8330348,950920,California,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,06
1481,5649866,603402,California,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,06
1482,10108828,488918,California,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,06
1483,1667518,167604,California,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1484,2188750,217208,California,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1485,1084499,107403,California,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1486,3830685,326388,California,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1487,2746186,218985,California,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1488,5136616,281704,California,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Male Only,1,2020,06
1489,797409,91820,California,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,06
1490,1054579,120030,California,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,06
1491,512074,57950,California,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,06
1492,1879931,184350,California,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,06
1493,1367857,126400,California,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,06
1494,4972212,207214,California,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Female Only,2,2020,06
1495,870109,75784,California,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,06
1496,1134171,97178,California,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,06
1497,572425,49453,California,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,06
1498,1950754,142038,California,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,06
1499,1378329,92585,California,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,06
1500,1591213,121049,California,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,06
1501,547134,51528,California,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1502,675209,65040,California,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1503,384930,34920,California,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1504,998244,92666,California,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1505,613314,57746,California,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1506,775449,72501,California,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Male Only,1,2020,06
1507,253427,29050,California,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,06
1508,315386,37431,California,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,06
1509,177925,19383,California,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,06
1510,473259,54404,California,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,06
1511,295334,35021,California,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,06
1512,815764,48548,California,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Female Only,2,2020,06
1513,293707,22478,California,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,06
1514,359823,27609,California,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,06
1515,207005,15537,California,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,06
1516,524985,38262,California,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,06
1517,317980,22725,California,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,06
1518,12280691,1736603,California,Hispanic (any race),3,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,06
1519,4531551,825023,California,Hispanic (any race),3,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1520,5847162,1068277,California,Hispanic (any race),3,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1521,2752188,491484,California,Hispanic (any race),3,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1522,8737731,1488645,California,Hispanic (any race),3,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1523,5985543,997161,California,Hispanic (any race),3,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,06
1524,6096135,983383,California,Hispanic (any race),3,0,All Incomes,Under 65 years,0,Male Only,1,2020,06
1525,2142729,441567,California,Hispanic (any race),3,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,06
1526,2804234,585034,California,Hispanic (any race),3,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,06
1527,1261439,249796,California,Hispanic (any race),3,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,06
1528,4267509,835174,California,Hispanic (any race),3,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,06
1529,3006070,585378,California,Hispanic (any race),3,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,06
1530,6184556,753220,California,Hispanic (any race),3,0,All Incomes,Under 65 years,0,Female Only,2,2020,06
1531,2388822,383456,California,Hispanic (any race),3,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,06
1532,3042928,483243,California,Hispanic (any race),3,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,06
1533,1490749,241688,California,Hispanic (any race),3,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,06
1534,4470222,653471,California,Hispanic (any race),3,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,06
1535,2979473,411783,California,Hispanic (any race),3,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,06
1536,21908435,2421724,California,All Races,0,0,All Incomes,18 to 64 years,1,Both Sexes,0,2020,06
1537,5008970,1044692,California,All Races,0,1,<= 200% of Poverty,18 to 64 years,1,Both Sexes,0,2020,06
1538,6594193,1352576,California,All Races,0,2,<= 250% of Poverty,18 to 64 years,1,Both Sexes,0,2020,06
1539,3115643,639911,California,All Races,0,3,<= 138% of Poverty,18 to 64 years,1,Both Sexes,0,2020,06
1540,10894969,1926825,California,All Races,0,4,<= 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,06
1541,7779326,1286914,California,All Races,0,5,138% to 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,06
1542,10775438,1382196,California,All Races,0,0,All Incomes,18 to 64 years,1,Male Only,1,2020,06
1543,2260400,564824,California,All Races,0,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,06
1544,3036394,747459,California,All Races,0,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,06
1545,1357203,330932,California,All Races,0,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,06
1546,5169480,1088763,California,All Races,0,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,06
1547,3812277,757831,California,All Races,0,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,06
1548,11132997,1039528,California,All Races,0,0,All Incomes,18 to 64 years,1,Female Only,2,2020,06
1549,2748570,479868,California,All Races,0,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,06
1550,3557799,605117,California,All Races,0,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,06
1551,1758440,308979,California,All Races,0,3,<= 138% of Poverty,18 to 64 years,1,Female Only,2,2020,06
1552,5725489,838062,California,All Races,0,4,<= 400% of Poverty,18 to 64 years,1,Female Only,2,2020,06
1553,3967049,529083,California,All Races,0,5,138% to 400% of Poverty,18 to 64 years,1,Female Only,2,2020,06
1554,8008479,443551,California,"White alone, not Hispanic",1,0,All Incomes,18 to 64 years,1,Both Sexes,0,2020,06
1555,1299999,153367,California,"White alone, not Hispanic",1,1,<= 200% of Poverty,18 to 64 years,1,Both Sexes,0,2020,06
1556,1694241,198778,California,"White alone, not Hispanic",1,2,<= 250% of Poverty,18 to 64 years,1,Both Sexes,0,2020,06
1557,863044,99265,California,"White alone, not Hispanic",1,3,<= 138% of Poverty,18 to 64 years,1,Both Sexes,0,2020,06
1558,2948894,296564,California,"White alone, not Hispanic",1,4,<= 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,06
1559,2085850,197299,California,"White alone, not Hispanic",1,5,138% to 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,06
1560,4058166,259528,California,"White alone, not Hispanic",1,0,All Incomes,18 to 64 years,1,Male Only,1,2020,06
1561,608145,84986,California,"White alone, not Hispanic",1,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,06
1562,799950,111208,California,"White alone, not Hispanic",1,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,06
1563,397947,54010,California,"White alone, not Hispanic",1,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,06
1564,1424041,169739,California,"White alone, not Hispanic",1,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,06
1565,1026094,115729,California,"White alone, not Hispanic",1,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,06
1566,3950313,184023,California,"White alone, not Hispanic",1,0,All Incomes,18 to 64 years,1,Female Only,2,2020,06
1567,691854,68381,California,"White alone, not Hispanic",1,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,06
1568,894291,87570,California,"White alone, not Hispanic",1,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,06
